STATION,NAME,DATE,AWND,TAVG,TMAX,TMIN,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT21,WT22
USW00014765,"PROVIDENCE, RI US",2005-08-10,8.95,,85,71,19.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-11,6.49,,95,70,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-12,7.61,,87,73,16.1,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-13,9.62,,100,77,17.9,,,1,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-14,7.83,,93,74,17,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-15,11.63,,75,64,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-16,7.16,,78,63,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-17,9.4,,89,66,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-18,6.71,,82,62,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-19,5.37,,80,59,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-20,6.71,,84,64,17.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-21,7.16,,89,68,21.9,1,1,1,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-22,6.93,,89,68,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-23,6.71,,83,60,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-24,7.16,,81,61,14.1,,,1,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-25,8.05,,82,59,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-26,5.82,,86,59,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-27,8.05,,83,60,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-28,9.4,,82,69,17.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-29,7.38,,83,72,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-30,5.59,,75,71,15,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-08-31,15.43,,80,75,23,,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-01,8.5,,86,66,17.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-02,6.26,,86,63,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-03,8.05,,83,65,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-04,6.49,,84,61,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-05,7.61,,78,58,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-06,4.47,,78,53,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-07,5.37,,79,55,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-08,6.04,,83,57,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-09,6.26,,75,60,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-10,7.16,,76,55,17,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-11,7.16,,74,51,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-12,9.62,,91,63,19.9,,,,,,,,1,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-13,5.82,,85,67,15,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-14,9.17,,84,66,17.9,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-15,4.03,,76,70,14.1,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-16,7.83,,72,66,14.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-17,7.61,,76,65,16.1,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-18,6.04,,78,63,14.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-19,4.92,,82,58,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-20,9.17,,78,61,21,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-21,8.95,,80,61,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-22,8.72,,83,56,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-23,10.29,,83,62,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-24,8.95,,68,50,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-25,7.61,,69,45,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-26,14.76,,77,64,25.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-27,10.07,,73,52,23.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-28,6.71,,69,48,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-29,12.75,,76,48,36.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-09-30,5.82,,62,44,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-01,5.37,,68,44,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-02,2.91,,75,48,12.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-03,4.03,,72,51,13,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-04,4.47,,72,57,10.1,1,1,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-05,3.8,,75,59,12.1,1,1,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-06,6.04,,76,65,17,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-07,8.28,,78,68,15,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-08,14.54,,76,70,25.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-09,11.41,,72,52,25.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-10,9.4,,56,54,16.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-11,14.32,,60,55,25.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-12,18.79,,57,53,28,1,,,,,,,1,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-13,15.66,,61,55,21.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-14,12.53,,63,58,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-15,13.65,,64,53,21.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-16,18.57,,64,50,36.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-17,13.2,,61,47,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-18,8.28,,67,43,21.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-19,8.5,,66,45,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-20,8.72,,58,44,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-21,4.03,,56,37,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-22,8.28,,49,36,17.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-23,10.51,,50,44,21,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-24,8.95,,50,37,17.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-25,20.58,,51,41,34.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-26,12.3,,51,39,25.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-27,6.93,,50,36,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-28,9.17,,46,40,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-29,10.29,,46,36,17.9,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2005-10-30,9.4,,68,39,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-10-31,7.16,,70,40,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-01,10.29,,70,40,25.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-02,10.29,,59,42,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-03,12.3,,62,33,30,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-04,7.16,,66,44,17,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-05,4.03,,73,44,13,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-06,7.16,,62,55,21.9,1,,1,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-07,8.95,,62,40,25.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-08,8.05,,61,40,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-09,10.29,,60,38,21.9,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-10,11.41,,62,35,28,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-11,8.72,,45,31,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-12,4.47,,53,27,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-13,9.62,,61,33,21,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-14,9.4,,68,42,19.9,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-15,3.58,,56,37,10.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-16,17,,68,50,30,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-17,9.62,,50,34,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-18,8.28,,41,30,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-19,3.58,,45,24,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-20,8.95,,58,30,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-21,6.93,,57,35,15,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-22,13.42,,50,35,23,1,,1,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-23,10.29,,35,24,21.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2005-11-24,9.17,,45,26,29.1,1,1,,1,,,,,,,,1,,,1,,1,,,1
USW00014765,"PROVIDENCE, RI US",2005-11-25,9.17,,34,22,21,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2005-11-26,2.46,,39,20,10.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-27,3.58,,47,34,8.9,,,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-28,5.14,,57,40,12.1,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-29,12.08,,60,52,19.9,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-11-30,12.97,,60,47,21.9,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-01,9.84,,49,39,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-02,16.11,,44,34,28,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-03,13.65,,38,29,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-04,6.71,,31,26,14.1,1,,,,,1,,,,,,1,,,1,1,1,,,1
USW00014765,"PROVIDENCE, RI US",2005-12-05,4.7,,33,21,12.1,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2005-12-06,8.28,,37,24,17,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2005-12-07,13.42,,31,20,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-08,8.05,,35,19,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-09,10.29,,39,22,36,1,1,,1,,,,,1,,,1,,,1,,1,,,1
USW00014765,"PROVIDENCE, RI US",2005-12-10,8.72,,37,21,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-11,6.71,,42,22,16.1,1,,,,,,,,,,,1,,,,,,,1,
USW00014765,"PROVIDENCE, RI US",2005-12-12,6.26,,41,23,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-13,11.41,,25,14,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-14,8.5,,25,10,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-15,3.36,,32,10,8.9,,,,,,,,,,,,,,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2005-12-16,12.08,,51,30,31.1,1,1,,1,,1,,,,,,1,,1,1,1,,,1,
USW00014765,"PROVIDENCE, RI US",2005-12-17,6.04,,40,25,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-18,4.47,,35,23,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-19,7.38,,35,22,17.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-20,10.96,,34,21,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-21,6.93,,31,20,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-22,8.05,,36,20,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-23,8.28,,46,34,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-24,5.37,,53,31,12.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-25,2.91,,53,27,17,1,,,,,,,1,,,,1,,,1,,,,1,
USW00014765,"PROVIDENCE, RI US",2005-12-26,8.5,,54,38,23,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-27,12.97,,44,28,25.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2005-12-28,5.82,,45,24,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-29,7.16,,52,41,15,1,,,,,,,,,,,1,1,,1,,,,1,
USW00014765,"PROVIDENCE, RI US",2005-12-30,12.08,,49,30,28,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2005-12-31,5.82,,35,26,10.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-01-01,5.59,,33,27,14.1,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-01-02,4.03,,42,31,10.1,1,,,,,,,,,,,1,,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-01-03,16.11,,36,31,25.9,1,1,,1,,,,,,,,,,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-01-04,12.08,,34,28,23.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-05,3.36,,41,31,16.1,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-01-06,6.04,,39,29,16.1,1,,,,,,,,,,,1,,,,,,,1,
USW00014765,"PROVIDENCE, RI US",2006-01-07,7.16,,33,23,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-08,3.13,,40,23,14.1,1,,,,,,,1,,,,1,,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-01-09,7.16,,57,27,17,1,,,,,,,1,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-10,6.71,,47,29,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-11,6.26,,57,30,29.1,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-12,9.84,,55,36,28,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-13,5.37,,50,30,15,1,1,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-14,11.86,,57,47,28,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-15,20.58,,46,12,31.1,1,,,,,,,,1,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-01-16,14.32,,31,8,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-17,6.71,,42,22,14.1,,,,1,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-18,25.05,,58,36,36,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-19,10.96,,44,32,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-20,8.72,,58,36,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-21,12.3,,59,37,31.1,,,,,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-22,5.82,,41,30,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-23,7.83,,37,32,19.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-01-24,5.14,,41,27,14.1,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-25,8.5,,45,32,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-26,15.43,,40,26,23,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-01-27,10.51,,41,22,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-28,9.62,,55,33,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-29,6.93,,52,31,21,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-30,8.72,,50,36,15,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-01-31,15.66,,41,31,25.9,1,,,1,,,,,,,,,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-02-01,7.38,,44,31,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-02,5.14,,48,28,15,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-03,9.84,,55,39,29.1,1,,,,,,,,,,,1,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-04,5.59,,53,33,15,1,,,,,,,1,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-05,13.42,,56,38,28,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-06,16.78,,41,34,28,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-07,13.65,,40,27,28,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-08,7.16,,37,21,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-09,6.04,,35,22,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-10,8.05,,32,19,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-11,8.28,,33,22,23,,,,,,,,,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-02-12,19.46,,28,18,34.9,1,1,,,,,,,1,,,,,,,,1,,,1
USW00014765,"PROVIDENCE, RI US",2006-02-13,10.74,,34,14,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-14,9.17,,41,25,17.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-02-15,7.83,,55,27,21.9,1,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-16,5.82,,55,29,16.1,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-17,18.79,,57,29,33.1,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-18,15.21,,34,14,30,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-02-19,10.07,,29,10,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-20,7.38,,35,15,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-21,6.93,,42,21,21,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-02-22,6.49,,43,23,17.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-23,3.8,,42,29,15,1,,,,,,,1,,,,1,1,,1,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-02-24,16.78,,38,25,36,1,,,,,,,,,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-02-25,7.61,,33,19,25.9,1,,,,,,,,1,,,1,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-02-26,14.76,,28,14,25.9,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-02-27,14.32,,25,11,25.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-02-28,11.41,,31,13,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-01,10.29,,35,20,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-02,6.49,,32,20,17,1,1,,,,,,,,,,1,,,,,1,,,1
USW00014765,"PROVIDENCE, RI US",2006-03-03,13.2,,29,18,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-04,13.65,,38,18,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-05,11.41,,45,26,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-06,4.92,,39,25,14.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-07,5.59,,45,22,15,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-08,5.82,,46,26,13,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-09,9.17,,46,33,19.9,,,,1,,,,,,,,,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-10,11.41,,65,42,25.9,1,,,,,,,,,,,1,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-11,10.51,,60,41,21,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-12,5.82,,57,34,23,1,,,,,,,,,,,1,,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-13,5.37,,55,40,17,1,1,,,,,,1,,,,,,,1,,,,1,
USW00014765,"PROVIDENCE, RI US",2006-03-14,11.41,,61,38,25.1,1,1,,,,,,,,,,,1,,1,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-15,16.78,,45,32,32,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-03-16,13.87,,45,31,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-17,10.07,,43,25,21.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-18,12.3,,42,22,23.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-19,10.74,,38,24,23,,,,,,,,,,,,,,,,,1,,,
USW00014765,"PROVIDENCE, RI US",2006-03-20,11.63,,38,24,25.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-21,7.61,,47,22,16.1,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-22,11.41,,45,30,19.9,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-23,9.4,,57,31,17,,,,,,,,,,,,,,,,,,,,
USW00014765,"PROVIDENCE, RI US",2006-03-24,6.04,,48,33,13,,,,,,,,,,,,,,,,,,,,
